text_slangwords,polarity
tokopedia saat ini sedang eror apabila kita memasukkan keyword kemudian kita short harga termurah jumlah barang yang ditampilkan akan berkurang drastis banyak barang yang tidak muncul bila kita short termurah mohon segera diperbaiki seperti dulu lagi sebelum update,negatif
sebenernya seneng kalau belanja di tokped gratis ongkos kirim sama vouchernya itu beneran bisa dipake dan nguntungin banget tapi ini semakin kesini kok sering banget gabisa dibuka sudah update uninstal terus instal lagi tetep saja eror gabisa dibuka apknya tolonglah tokped diperbaiki,negatif
kecewabarang belum sampai status sudah selesai kronologi now watching komplain karena pesanan dr tanggal september belum sampai status hold tanyaminta bantuan penjual cm dijawab tergantung kurirkomplain ditoped lupa nulis detail komplain saya batalkansaya pikir bisa edit komplainlhaah bahkan status pesanan selesaiharusnya kan toped juga konfirmasi juga dr kurirnyadi cek resi masih hold kenapa ditoped bisa selesai harusnya lebih detail lagi dongkalo begini siapa yang rugiapa mungkin dana bisa kembali,negatif
sebel dengan pilihan kurir gratis yang menggunakan antar saja sangat lamaaaaa dan ada biaya saat transaksi bukannya semakin perbaiki bahkan jadi makin merugikan pembeli ga kayak market place biru sebelah bli ga kebanyakan syarat kirimnya cepat dan rapi,negatif
sudah tahun gak belanja kemudian daftar gojek dan topup giliran belanja karena memakai promo dan gratis ongkos kirim langsung dibatalkan alasan indikasi akunkalo gak mau promo digunakan gak perlu bikin promo habis saldonya saya install lagi ribet,negatif
sebenarnya saya suka dg tokopedia tapi saya dikecewakan tidak bisa login padahal email terverifikasi no hp terverifikasi pin tidak lupa otp bisa dimasukkan salahnya dimana iya kira² dan telah menghubungi tokopedia care slow respon,negatif
ini kenapa iya setiap saya pencet beli bahkan terjadi kesalahan koneksi padahal sinyal bagus terus ganti paket sinyal wifi juga sama saja padahal mencari produk lancar lancar saja tolong dong buat bantuin nya,negatif
saya suka dan selalu belanja di aplikasi tokopedia tapi kenapa setelah update toko favorit saya dan daftar lis nya jadi ga adacm ada produk yang saya favoritkan saja jadi susah cari barang yang selalu saya butuh kan tolong di perbaiki lagi biar daftar favorit toko bisa ada lagi di daftar menumakasi admin,positif
pertama kali transaksi di belanja pengguna baru gratis pembayaran sesuai ketentuannamun stlah melakukan pembayaran dengn ovosetelah itu belanjaan otomatis dibatalkanmelanggar ketentuan dari mana nyamohon dijelskancoba ada fasilitas cs chat seperti toko sebelah jadi tidak lewat sinimakasih,negatif
kecewa sama tokopedia sya beli tiket pesawat lalu ada kendala saat proses pemilihan tanggal penerbangan ingin proses reschedule lama bngt balesnya cs nya dan mala dipersulit proses reschedule nya cs nya pun berganti nama yang membalasnya sya merasa sdh terlalu lma menunggu akhirnya sya cancel tiket penerbangan nya dikarena waktu pas udh di cancel langsung pihak tokopedia menghubungi nomor telepon saya benar kecewa banget si giliran di cancel saja langsung di hubungi by telepon lumayan banyak rugi,negatif
ini pengalaman pertama kali saya belanja di toko pedia tapi ini benarbenar buat aku kesal tengah malam melakukan transaksi dengan promo khusus pengguna baru gratis ongkos kirim ribu paginya uang sudah saya transfer sesuai pesanan ternyata waktu lihat aplikasi pesanan sudah dibatalkan oleh toko pedia saya yakin tidak melanggar ketentuan apa pun seperti dituduhkan pas mau refund danaribetnya minta ampun benarbenar aplikasi yang hanya buang buang waktu tenaga dan kuota saja,negatif
saya suka dengan tokopedia versi yang lama sebelum sekarang karena yang lama saya bisa mengcek ongkos kirim ny dengan mudah langsung di gambar barang yang sedang di lihatkalo yang sekarang bagus sih cmn susah untuk mengecek ongkirny tolong untuk kakak pembuat tokopedia harap tokopedia bisa ada cek ongkirnya seperti dulu,positif
aplikasi yang sangat membantu memudahkan khususna dalam berbelanja aplikasi yang ga pakai ribet aplikasi yang sesuai dan sangat benar dibutuhkan pertahankan promopromona terruss iya jangan kendorr terima kasih tokopedia semangat,positif
saya sudah selesai melakukan pembelian di skill academy by ruang guru melalui tokopedia pada laman prakerja akan tetapi di sistem tokopedia menyatakan tidak ada transaksi padahal transaksi sukses dan saldo pun berkurang tolong bagaimana kebijakan tokopedia akan hal demikian terima kasih,negatif
untuk discount dan gratis ongkos kirim nya mantap gx ribet dalam segi pembayaran nya juga tapi sayang jarang ada yang toko yang bisa dropshiper dan apk nya sekarang jadi lemooot tolong di perbaiki yaaa,negatif
di karenakan saya kuliah dengan jurusan ecommerce jadi saya tahu mana aplikasi ecommerce yang sangat berkualitas dan tokopedia menurut saya merupakan toko yang sangat berkualitas apalagi dalam segi pengiriman besok pun bisa sampai sangat top pokok nya ketimbang apk yang lain,positif
sangat tidak puas katanya ada promo rp buat pengguna baru nah aku daftar trus pesen eg dibatalin sama sistem waktu tanya ke fitur di aplikasinya bahkan disamain sama aku yang entah di buat sama siapa emang benar itu email mirip atau kemungkinan emang punya saya tapi saya saja pakai promo rp nya baru kali ini bagaimana bisa saya dianggap melanggar sk bingung aku kesel banget kecewa apalagi deh ngarep tinggi dari rekomendasi kenalan eh bahkan coba sendiri bodoh,negatif
tokopedia terlalu tunduk sama sicepat padahal onkir nya mahal banget dan pengiriman nya lebih lama sampai walau sdh di diskon masih mahal saja padahal kurir yang lain lebih cepat secepat kilat konsumen jadi kecewa aplikasi kelas bawah,negatif
dari bintang ke bintang mohon maaf sebelumnya kak bukannya benci sama apk ini cuma pengen apk nya memperbaiki hal yang kurang karena kecewa banget sama pengirimannya masa barang sudah di jne kebupaten bahkan dikembalikan ke penjual dg alasan customur menolak paket pdhl aku ga ada dikirim atau dichat sama kurir nya kasian penjualnya sudah membungkus barangnya bahkan dikembalikan tolong tambah opsi ekspedisi atau ditegur itu ekspedisinya terima kasih,negatif
saya sudah melakukan pembayaran di indomaret disana sudah dinyatakan sukses sudah ada struk pembayaran tapi kenapa di tokopedia saya dibilang belum bayar dan pembayaran saya masih belum terverifikasi sudah saya ajukan komplain dan lainnya masalah pembayaran belum ada tanggapan yang memuaskan saya solusi yang diberikan hanya disuruh tunggu kecewa saya balikin yang saya,negatif
respon yang sangat tidak membantu dan tidak ada informasi terbaru seputar pengiriman yang terkendala sicepat bad experience jika anda ingin bintangnya diubah harap evaluasi mengenai kerjasama pengiriman dengan sicepat,negatif
sangat sangat sangat kecewa karena gratis ongkos kirim dan cashback tidak bisa digunakan bersamaan padahal saya pengguna setia tokped dari sejak saya punya penghasilan sendiri marketplace yang pertamakali saya gunakan adalah tokped jangan salahkan kalau banyak pengguna yang pindah ke marketplace lain,negatif
kemarin saya melakukan transaksi via alfamart pembelian handphone dengan pembayaran menggunakan sisa saldo di tokopedia rp dan uang saya ketika klik tombol bayar bahkan tidak muncul pinkode pembayaran saya disuruh mengulang prosesnya dan baru muncul kodenya masalahnya saldo toped saya sudah terpotong di transaksi pertama tapi ketika dicek di data transaksi toped tidak ada keterangan apapun lalu saldo saya bagaimana,negatif
tadinya saya pernah kasi bintang sampai update terakhir ini membuat toped punya interface yang jadi mirip kompetitor sebelah justru saya kurang nyaman dengan kompetitor sebelah karena interface ini bahkan skrg toped menyamakan entahlah mungkin feedback sebagian besar user ingin begitu atau jangan hanya persepsi internal designer saja,negatif
masih lambat ini proses sistem apk ketika membuka awal aplikasinya dan mengklik searching sampai mau beli hingga bayar di aplikasi mobile nya walaupun sdh saya turunkan kualitas gambar yang terendah pun apalagi saat ini saya memakai android versi terima kasih,negatif
saya baru pertama kali belanja di tokopedia sudah merasa kecewa saya mesen barang di cek pagi di resi sudah dikirm sudah dekat dengan lokasi saya tapi kenapa pas saya cek lagi sorenya ada keterangan di resi barang di kembalikan karena dngan alasan merasa tidak memesan padahal tidak ada konfirmasi tlpon atau sms dari pihak kurirnya,negatif
tolong di perbaiki dan di tingkatkan lagi aplikasi ini soal nya sering tidak bisa di buka eror gk jelas gitupdhl sinyal bagus tapi tidak bisa di buka sangat menggangu sekali kalau begini terus,negatif
aplikasi versi android permasalahan lambat lambat navigasi sering blank putih aplikasi sering force close sering kembali ke beranda saat loading ke halaman produk checkout sudah feedback via email tidak ada tanggapan,netral
saya mengalami dan melapotkan paket yang hilang proses investigasi tokopedia yang lama verifikasi data untuk pencairan dana melebihi waktu dan tidak ada kejelasan kapan akan selesai pengalaman terburuk saya menggunakan tokopedia membuat saya enggan akan menggunakan tokopedia lagi,negatif
belanja ingin dapat cashback belanja ke toko langganan kali transaksipakai kartu kredit yang sama pakai kurir sama eh dapat cashback tidak dapat alasan nya melanggar poin m yang bertuliskan keputusan di tangan tokopedia wajarlah walau komplain apa pun tetap dianggap salah jadi hati hati kalau belanja pakai iming iming cashback ujung nya berakhir buntung kalau ada kasus seperti saya saya rasa banyak sekaleeeee,negatif
tokopedia yang error tapi saya yang dirugikan pertama kali daftar dibilang ada promo pendatang baru pas dicoba katanya bahkan melanggar aturan setiap kali mau pakai promo apapun ga bisa disuruhnya belanja saja tanpa promo lha lebih baik ke ecommerce lain dong mau tutup akun pun ga bisa ga ada pilihannya sekali tutup akun ga bisa daftar toped lagi dengan no hp yang sama yauda lha gapapa saya rela lelah sudah tolong dihapus akun saya karena saya tidak bisa hapus melalui aplikasi,negatif
baru nyoba lagi belanja di tokped fitur di aplikasi sudah ada perubahan pembayaran lebih mudah dan murah namun estimasi pengirimannya tidak sesuai lebih lama dari toko orange jadi lelah menunggu karena paket belum nyampe nyampe alamat pengiriman ke kantor sudah dikasih catatan waktu oprasionalnya jasa pengiriman sama kurir tidak peduli hari liburpun dikirim kalau belanja yang harga jutaan ke atas bahaya ini keamanan barangnya kurang terjamin auto uninstall pindah ke toko orange lagi,negatif
pengiriman cepat seringnya barang sesuai gambar bila lama pengiriman dan tidak sesuai ada keterangannya tapi sering keterangan tidak jelas jadi kalau yang beli banyakada komen dari yang beli baru berani ikut beli tapi kalau belum ada yang beli tidak berani beli jadi iya yang laku banget yang tidak laku sama penjualan karena kadang terjebak juga misal difoto tanaman indukan ternyata masih baby sebaiknya lebih selektif memilih penjual jadi pembeli juga tidak terjebak kecewa dan trauma beli on line,negatif
padahal saya sudah memilih barang saat pengguna baru tapi tidak tertulis di transaksi barangpun juga gak ada terus nyoba transaksi yang kedua nya di hari besoknya bahkan bayar walau murah dengan harga ongkos kirim,negatif
sekarang fiturnya jadi pusing lebih nyaman versi lama dari pada yang sekarang ribet harus klik ini itu dulu padahal dulu puas banget pakai toped soalnya simple dan mudah skrg ribet banget,negatif
banyak yang ga sesuai pembeli lebih baik bayar ditempat dr pada transaksi pembayaran via tokopedia langsungsudah top up pembayaranotomatis pembayaran langsung di batalkan mau pesan lagi cs sudah tidak nyaman mau ga mau pengendapan rbu harus di belanjakan habis tapi tetap saja ada sisa disana,negatif
tidak ada call center tidak peduli keluhan konsumen tampilan kurang menarik kurang strong kurang friendly untuk pembeli pemula bisa dikira pegadaian promo banyak syaratnya promo tidak menarik ongkos kirim lbh mahal dibanding kompetitor mislazada tidak bertanggungjawab walaupun beli garansi kurang memahami keinginan customer aplikasi ini lebih cocok untuk seller daripada konsumen garansi bodong awalnya saya pakai tokopedia karena bangga milik indonesia ternyata mengecewakan,negatif
mungkin menurut saya tokoped ini aplikasi yang cukup nyaman dan gak bikin ribet saya sangat suka belanja disini dibanding toko online yang lain hanya saja untuk barang diskon yang memakai waktu tertentu itu sangat sulit didapat kan padahal kalau saya beli di toko online lain saya masih bisa dapat hanya di tokopedia saja yang saya belum pernah dapatkan selalu saja tulisan maaf coba lagi lain kali sebenarnya ini permainan atau bagaimana,positif
tolong dong untuk ekspedisi pengiriman dapat dibedakan setiap produk karena setiap produk ada yang hanya bisa menggunakan ekspedisi gojek dan grab saja tapi tidak bisa menggunakan jne karena terlalu lama sampai kalau dijadikan satu akting pengiriman bisa jadi pembeli membeli produk yang hanya bisa menggunakan gojekgrab bahkan memakai jasa jne,positif
om fiturnya ditambahkan donk pada menu chat sudah bagus sih bisa kirim foto tapi apakah bisa ditambahkan mengirimkan file pdf jika takut terlalu besar bisa dibatasi mb misalnya terkadang kita butuh send pdf ke penjual,positif
ternyata toko pedia kurang amanah sampai batas estimasi terakhir barang belum sampai saya kira sebagai pelanggan baru bakal dibikin puas dengan pengiriman nya tapi entah kenapa tidak seperti yang diharapkan padahal barang sudah dibayar dari tanggal desember sampai sekarang belum sampai,negatif
gak rekomendasi buat yang sering beli pulsa atau topup game proses lama dan selalu gagal saya isi pulsa rb dua kali coba dengan nomor berbeda selalu proses lama dan ujungnya gagal dana dikembalikan tapi mau masukkan ke rekening kena potongan lagi,negatif
yang saya suka dari toped iklannya gak berlebihan bin norak kayak si oren paling murah dan lengkap se indonesia tanpa perlu iklan yang bombastis kayak si oren dan yang ada di toped belum tentu ada di toko lain yang ngakunya sih paling lengkap dan paling murah seindonesia yang saya gak suka cuma adanya biaya tambahan untuk tiap transaksi,negatif
bingung skrng pke toped sering eror skrng mau lihat review produk gk bisa tampilan yang baru bikin bingung ngomong-ngomong nungguin fitur toko swipe pdhl bagus kalau ada eh udh gak ada menu nya ya sudah sih pkoknya toped skrng kurang friendly user,negatif
tokopedia sekarang dari estimasi tercepat pengiriman selalu meleset keseringan mendekati estimasi paling lama pengiriman bahkan bahkan melebihi batas paling lama pengiriman tolong perbaiki lagi yaa terimakasih,negatif
sejak diminta updated versi terbaru aplikasi ini sering berhenti keluar dengan sendirinya padahal memory internal maupun external masih banyak yang kosong namun saya masih berusaha berbaik sangka mungkin karena hp saya yang jaman dulu vivo ya jadi versi terbaru dari tokopedia tidak compatible dengan hp saya,negatif
hallo tokopedia saya sudah memilih tokopedia sebagai mitra pelatihan di kartu prakerja saya dan sudah melakukan segala upaya untuk memenuhi progres kelas hingga namun hingga saat ini belum ada tampilan sertifikat di dashboard prakerjaterima kasih,netral
aplikasinya lambat dan berat di hp kentang saya ini ini pertanda orang it nya kurang saya bandingkan dengan flatform lain bisa lebih cepat di hp saya ini apalagi yang dari luar gambar langsung kencang langsung ada barang bukan iklan dulu yang ditebar jadi mohon maaf masih saya kasih bintanglah,negatif
secara umum banyak penawaran yang ditawarkan tapi tidak adanya call center syngguh sangat menyusahkan layanan komplain yang tersedia tidak banyak membantu jika ada kendala dan cenderung jadi lambat tertangani,negatif
kenapa mengisi alamat pengiriman di bagian provinsi ga bisa ga bisa di apaapain diketik ga bisa di klik ga bisa dipilih juga ga bisa sudah install di hp loh sama saja gabisa jadi gabisa order ini berhenti di form alamat fix it iya kalau ga mau kalah sama aplikasi sebelah,negatif
ongkos kirim gak ngotak beli barang kecil dan ringan saja ongkirnya dihitung kg kalau gak niat memberikan gratis ongkos kirim gausah lebih baik toko oren ongkos kirim sangat masuk akal dan vochernya real semua dari segi tampilan juga oke toko oren tokopedia fitur filter dan pencarian gak jelas nyampur semua jadi satu,negatif
aplikasinya bagus dan banyak gratis ongkirny cuma kalau bisa untung gratis ongkos kirim juga bisa dikasih pilihan kurirnya karena ada beberapa daerah yang gak ada cabang kurir tertentu,positif
mungkin bisa disediakan menu garansi atau komplain setelah pengiriman selesai adakalanya barang pas datang bagus setelah bbrapa hari rusak dan biasanya toko ada yang memberikan garansi kalau hanya sekedar via chat kita tidak bisa melihat historis garansi seperti barang yang dikomplainkan sebelum transaksi diselesaikan,negatif
nyesal belanja di toko ini pengiriman lambat gk ada evaluasi untuk tokonya padahal tokonya audahgk jalan lahi tapi masih tetap ada pengiriman nya lambattt sekali paket saya berulang kali gagal kirim mana nomor kurir nya tidak tertera untuk komunikasi pengiriman kalau pengiriman lama minimal kasih nomor kurir yang antar lah biar bisa komunikasi,negatif
sayang sekali dulu aku suka pakai tokopedia karena gampang penggunannya gampang buat filter sesuai kebutuhan sekarang fiturnya jadi kayak toko oren yang bikin kecewa fillter harga jadi susah filter jenis produk juga susah tolong iya diperbaiki lagi di kaji lagi terkait fiturnya apakah benar bisa membantu pelanggan atau bahkan menyulitkan terima kasih,negatif
pengen tokopedia seperti dulu lagi banyak promo nya dan kuota bebas ongkos kirim nya tidak termasuk dalam promo belanja bebas ongkos kirim dan promo terpisah tokopedia saya sudah satu tahun di nonaktifkan bayar ditempat sampai sekarang bayar ditempat nya masih belum bisa digunakan,negatif
kaya nya sering bngt mnta update iya pas verifikasi ktp jaringan eror data belum terverifikasi tapi kluar sendiri pas mau daftr lagi ga bisa bilang nya nomer ktp tlah digunakan padahal kakak belum terverifikasi gmn sih jadi susah mana dii update susah lambat bngt ga bisa,negatif
jualan di tokopedia sepi banget apa lagi kalau toko baru tidak ada opsi naikan produk kayak toko oren ada sih iklan produk tapi harus bayar sudah hampir bulan pasang illan di tokopedia cuma terjual produk saja di tokopedia semua harus bayar gak ada gratisnya,negatif
tokopedia sudah berubah kakean biaya siluman rak cetho ga kaya dulu anyeb sekarang mau check out barang masa ada tambahan biaya proteksi dan itu wajib biasanya bisa di pilih perlu proteksi atau gatolong kembalikan tokopedia yang seperti dulu ga kakean biaya tambahan bebas ongkos kirim losss rak sah kakean syarat cashback dibanyakin promonya yang berguna ga asal promo tapi ga bisa di pakai,negatif
maaf saya rubah bintang saja semakin up to date semakin menyebalkansering banget gagal loading iklan berjalannya sangat mengganggu kalau belanjaan saya sdh selesai semua siap siap uninstall dan pindah aplikasi olshop yang lain yang relatif lebih stabil ringan,negatif
ini pesanan saya belum di proses oleh penjual pesan saya gk di balas bagaimana ini kebijakan pihak tokopedia saya juga butuh cepat jadi tidak ada guna nya paket yes di sini nyampe nya juga gak tahu kapan padal saya butuh cepat tlong transaksi saya di batalkan saja atas nama akun prinando pranata mngecewakan,negatif
saya kasi bintang empat saya senang banget ada ecommerce lokal yang berkembang pesat seperti tokopedia tentunya gak hanya berkembang pesat kualitas harus dijaga juga sejauh ini tokped bagus dari segi pemberian diskon gratis ongkirnya namun yang perlu saya kritisi adalah beberapa penjual toko yang barang katanya ready tapi ternyata gak ready pas di beli dibatalin uang ny dikembalikan kalau kurang dari ke di tokped gk bisa refund terakhir tolong kurirnya gercep sering bermasalah,negatif
sangat kecewa setelah dapat informasi bahwa voucher gratis dinyatakan exfired pembayarannya tapi sayangnya voucher juga hilang karena gagal transaksiini ulasan kedua saya beri bintang karena sebagai pengguna baru sangat kecewa dengan yang voucher yang tidak bisa di gunakan,negatif
saya kecewabaru didownload beberapa hari yang lalusetiap buka aplikasi iniselalu tidak ada koneksi katanya disuruh cek koneksiapaantoh saya buka aplikasi sebelah dan aplikasi lainnya mau tersambung kokada koneksiheran sama aplikasi ini,negatif
layanan pengiriman sangat buruk saya pilih bayar kurir pakai kurir rekomendasi dengan harapan datang lebih cepat ternyata bahkan dilamalamain yang pakai gratis ongkos kirim bahkan datang lebih dulu kecewa berat,negatif
kacau ini toped jadi malas buat belanja diaplikasikan ini sebelumnya saya ceritakan kemarin lusa saya baru mendaftar akun dan tercatat sebagai pengguna baru kemudian saya pilih barang yang semula harga jadi rupiah dan akhirnya pilih itu setelah sudah deal tiba ada pemberitahuan untuk barang belanja di batalkan karena manipulasi data bagaimana pihak dari admin jadi kecewa,negatif
ketat menerapkan persyaratan dan ketentuan namun tidak adil iklan sejenis dr toko lain masih pada tayang iklan saya banyak yang dihapus otomatis tanpa bekas selamat tinggal toped,negatif
aplikasinya sangat membantu tapi kenapa akhir ini pengirimankurirnya sering terlambat saya berusaha untuk tetap setia tapi kalau seperti ini terus menerussementara saya gk belanja dulu sampai kondisinya kembali seperti dulu cepat nyaman dan aman,positif
sekarang nama perusahaan pengiriman jne jnt tiki dan lain-lain memang ga ditampilkan yah saat milih durasi pengiriman kurir pengiriman baru ketahuan setelah bayar konfirmasi no resi karena sangat mengecewakan beberapa kali belanja dapatnya perusahaan kurir aa yang pengirimanmya lambat tracking nya ga jelas kalau emang bisa dilihat nama kurirnya mohon petunjuk kalau emang ga ditampilkan mohon ditampilkan karena itu jadi faktor pertimbangan untuk belanja,negatif
saya sdh sering transaksi tapi baru kemarin transaksi saya di batalkan sepihak dengan alasan penggunaan promo ilegal padahal saya pakai kupon yang di sediakan oleh aplikasi dan ketika saya mau transaksi lagi dana yang masuk tidak bisa di pakai krna nomor sdh tidak aktif yang sangat di sesalkan sdh saya ikuti prosedur ganti nomor tapi di tolak trus saya bukti transfer ada tapi sdh ditolak tanpa kejelasan sangat jelek pelayanannya,negatif
dulu tiap hari pasti belanja di tokped karena membantu kami bisa bebas ongkos kirim sekarang sudah tidak lagi belanja ditokopedia karena ongkos kirim sangat mahal sekali tidak ada bebas ongkos kirim potongannya sangat sedikit sekali semoga kedepan kebijakan seperti dulu,negatif
saya rubah jadi bintang saya sudah gak senang pakai tokped lagi sekarang sudah ampas dirumah saya hanya saya dan ibu saya yang pakai tokped entah kenapa sekarang duanya gak bisa pakai promo selalu dibatalkan system padahal dari normal saja kalau pakai promo minimal kalau satu rumah satu akun gitu yang bisa pakai promo ini mah semuanya gak bisa pakai promo sedang apa dipake lagi kalau gitu lebih baik saya pakai shopee saja gak ada drama kaya gini,negatif
saya ada masalah terkait barang yang dikirim tidak sesuai dan saya sudah kirim ulang barang tersebut ke penjual namun di tolak disini sudah jelas salah si penjual tapi pihak tokopedia masih cenderung memihak penjual saya sangat kecewa saya memilih tokopedia karena saya berpikir akan lebih murah dan mudah di banding aplikasi belanja oine yang lain tapi ternyata bahkan kebalikan nya saya merasa dipersulit perihal komplain barang dan saya rugi waktu tenaga dan uang untuk bayar ongkos kirim sampai x,negatif
setelah saya ajukan pinjamansemua data saya masukkan pas saya coba masuk lagi ke pinjaman mohon cek koneksi anda dan silahkan coba kembali padahal saya jaringan full g mengapa mintolong data saya di simpan baik baikjangan sampai di salah gunakan,negatif
saya sering memesan barang lewat tokopedia tapi ada juga barang yang tidak berpungsi komplen pun tidak di tanggapi buat penjual cek kondisi barangyang jelek jangan di jual intinya saling memuaskan antara penjual dan pembeli,negatif
x dikecewakan oleh sistem ada sehingga orderan saya yang returkomplain tidak jelas hingga sekarang sedangkan dana sudah ke penjual penilaian mau kasih ke penjual tibatiba sistem anda kasih senang padahal saya kecewa sistem anda payah terpaksa saya hapus aplikasi tokopedia dari smartphone masih banyak aplikasi lainnya,negatif
pengen kasih masukan mungkin supaya mempermudah saya dan pengguna lain juga saat masuk ke jendela toko favorite pada bagian paling atas lebih baik ditambahkan textbox yang berfungsi sebagai metode searching saat dipakai itembarang yang keluar hanya dari toko yang pengguna favorite kan gitu semoga mudah dimengerti pak boss,positif
min tampilan diaplikasi nya diperbarui dong dibuat sederhana seperti di aplikasi shopee itu enak dipandang simple tertata rapi dan gak berantakan semoga kedepannya tokopedia menjadi aplikasi marketplace no di indonesia,positif
parahh dari awal daftar akun sampai mau pesan selalu ada tulisan koneksi pdhl jaringan lancar kalau buka apk lain mohon diperbaiki karena dulu apk ini gak begini sangat sangat tidak nyaman jadinya mau pakai apk ini,negatif
maaf iya saya kurangin bintangnya soalnya kecewa sekarang kalau pilih free ongkos kirim tidak dapat cashback kalau pilih cashback tidak dapat free ongkos kirim jadi agak males belanja lagi jadi kurang semangat tolong di bikin kayak sebelumnya iya min biar semangat belanja dan tidak pindah ke lain hati,negatif
pembayaran dengan kartu kredit sudah tidak bisa saya gunakan sejak tanggal juli di toped untuk ecommerce biruungu masih berjalan lancar informasi bank penerbit tidak ada masalah dengan kartu kredit di system bank penerbit pembayaran hanya bisa saya lakukan dari ovogopay saja tolong benahi kembali system record pembayaran nya,positif
kenapa saya sebagai mengguna baru tidak dapat menikmati fitur dan promo yang ada saat saya chekout bahkan pesanan dibatalkan secara otomatis oleh sistem dan tidak ada lagi promo gratis ongkos kirim saat saya mencoba ulang saya coba checkout lagi pun pesanan saya dibatalkan otomatis lagi,negatif
setelah update saldo tokopedia bahkan kebagi dua jenis jadi saldo refund sama saldo penjualan tapi saldo penjualan bahkan jadi gk bisa dipake buat pembayaran lagi seperti dulu dan cuma bisa dipake buat topads sama berlangganan gold merch atau tarik ke bank saya kecewa karena saldo gak bisa dipake buat pembayaran kaya dulu lagi,negatif
tokopedia dan penjual memuaskan cuma pihak expidisinya yang mengecewakan sehingga barang pesanan sangat terlambat sampainyapadahal penjual telah menuliskan alamat pembelinya dengan benar dan lengkap,negatif
kecewa paket saya gak sampai² ketika paket saya sampai ekspedisi nya yang awal nya si cepat menjadi jne dus nya peyot membuat barang nya baret dikit tapi gak masalah tapi sangat di sayangkan dengan status di apk nya,negatif
tolong dipikirkan untuk tambahkan fitur blokir toko karena tidak jarang ketemu toko yang mainkan judul tapi isi deskripsi dan varian nya tidak begitu toko ingin dapat konsumen yang beres kita konsumen juga pengen belanja di toko yang ok juga sama,positif
mau bayarnya bingung disuruh pilih kurir terus sedangkan tombol buat milih kurirnya saja gk muncul krangjangcheck outbayar tombol kurirnya dimana kesan pertama bikin puyeng ini app,negatif
awal nya tokopedia sangat baguslama lama bukannya makin bagus tapi menurun dua kali paket terselippertama akhirnya datang setelah minggu yang kedua hilangpenggantiannya terkesan lambat dan berbelit petugas tokopedia menampilkan ketidak profesionalannya,negatif
tokped setreeesss gambar lama munculnyaa padahal jaringan g kenceng di toko sebelah gapake lama tuh langsung muncul gambarnya semua ditoko ini doang yang lambattt toko setreeesss kalau ada bintang minus saya kasih minus deh,negatif
sangat mempersulit hanya untuk belanja lebih banyak yang dibatalkan otomatis daripada berhasil sistem bayar ditempat juga sangat ribet lebih baik belanja di shopee sekalipun mahal tapi ga ribet atau lebih baik di lazadatidak mempersulit di aplikasinya masih ada tuh promogiliran mau beli terus bayarga bisadibatalin kalau emang sudah ga ada promomau itu pulsa atau barangya jangan ada dong di aplikasiudah terjual habis gitu tulisannya ribet banget,negatif
pengalaman berbelanja yang kedua kali tokopedia tidak membantu penyelesaian masalah cust cukup deh buat belanja online disini dan tolong di reriew ulang toko yang melakukan tindakan penipuan jangan mempersulit cust dlm pencarian informasi toko mungkin kalau ada minus saya bakal kasih bintang minus,positif
alhamdulillaahselama pakai aman lancar² saja pernah ada beberapa kali kendala langsung ajuin complaint akhirnya bisa tertangani dg baik pokoknya solusi selalu adasiip dech semoga bisa mempertahankan pelayanan yang sdh baik bisa ditingkatkan lagisuksess toped sangat membantu sekali terimakasih,positif
sangat memudah kan berbelanja semua keperluan dr rumah apalagi dimasa sekarang smoga makin banyak promo promo lagi sehingga menarik peminat untuk berbelanja dsini dan berikan solusi terbaik bagi pelanggan yang mengalami kesulitan,positif
terakhir belanja pembayaran sesuai dengan harga barang tapi hari ini belanja pembayaran ada tambahan biaya transaksi lumayan ya kalau blnj x biaya trx udh rb tolong kembalikan toped yang dulu,netral
tokopedia bagus lengkapi kolom pencarian barang dengan media fotosupaya lebih mudah lagi dalam pencarian barangkeseluruhannya oke cuma untuk gopaycoinmasih belum bisa dipakai promo nyaskrng tidak dapat menikmati cashback lagi masih lbh baik toko point gk ribet masih lebih baguskembali ke toko poin lagicoin ga ada kadaluarsa nyadptkn cashbacknya lgsung otomatis,positif
ini kecewa benar saya kalau emang gak mau memberikan barang harga seribu perak toh saya juga mampu beli di kira saya curang lah balikin tuh saldo saya ke gopay saja capek mahal beli barang seribu perak toh bayar ongkos kirim pula mahal saya kalau gak mau memberikan bilang dari awal gak perlu di tampilkan di bar utama menu biar orang lain gak tergiur chekout lalu se enaknya di batalkan sistem dasar php kamu gak tahu mana pembeli asli atau palsu kah sistem kamu tokped ngecewain userpelanggan,negatif
seperti halnya beberapa ecommerce tertentu yang menerapkan sistem bayar ditempat yang terbatas meskipun saya bahkan pernah beli barang murah dengan sistem bayar ditempat di sini tetapi tetap saja sedikit mengganggu karena hal tersebut yang membuat saya lumayan malas untuk membeli barang murah apapun di sini apalagi saya tidak tinggal di salah satu dari sekian kotakota besar di indonesia nonetheless ecommerce yang satu ini adalah yang terbaik dari segi keamanannya,positif
